vid,pid,dev_name,man_name
10bf,0001,"SmartHome PowerLinc","SmartHome"
10c3,00a4,"ULS PLS Series Laser Engraver Firmware Loader","Universal Laser Systems, Inc."
10c3,00a5,"ULS Print Support","Universal Laser Systems, Inc."
10c4,0002,"F32x USBXpress Device","Silicon Labs"
10c4,0003,"CommandIR","Silicon Labs"
10c4,800a,"SPORTident","Silicon Labs"
10c4,800b,"AES","Silicon Labs"
10c4,8030,"K4JRG Ham Radio devices","Silicon Labs"
10c4,8044,"USB Debug Adapter","Silicon Labs"
10c4,804e,"Software Bisque Paramount ME","Silicon Labs"
10c4,80a9,"CP210x to UART Bridge Controller","Silicon Labs"
10c4,80c4,"Infrared Thermometer Adapter","Silicon Labs"
10c4,80ca,"ATM2400 Sensor Device","Silicon Labs"
10c4,813f,"tams EasyControl","Silicon Labs"
10c4,8149,"West Mountain Radio Computerized Battery Analyzer","Silicon Labs"
10c4,814a,"West Mountain Radio RIGblaster P&P","Silicon Labs"
10c4,814b,"West Mountain Radio RIGtalk","Silicon Labs"
10c4,818a,"Silicon Labs FM Radio Reference Design","Silicon Labs"
10c4,81e8,"Zephyr BioHarness","Silicon Labs"
10c4,834b,"Infrared Online Sensor Adapter","Silicon Labs"
10c4,834e,"Infrared Sensor Adapter","Silicon Labs"
10c4,8460,"Sangoma Wanpipe VoiceTime","Silicon Labs"
10c4,8461,"Sangoma U100","Silicon Labs"
10c4,8470,"Juniper Networks BX Series System Console","Silicon Labs"
10c4,8477,"Balluff RFID Reader","Silicon Labs"
10c4,8496,"SiLabs Cypress FW downloader","Silicon Labs"
10c4,8497,"SiLabs Cypress EVB","Silicon Labs"
10c4,84fb,"Infrared Blackbody Adapter","Silicon Labs"
10c4,8508,"RS485 Adapter","Silicon Labs"
10c4,8605,"dilitronics ESoLUX solar lighting controller","Silicon Labs"
10c4,8660,"Netronics CANdoISO","Silicon Labs"
10c4,86bc,"C8051F34x AudioDelay [AD-340]","Silicon Labs"
10c4,8789,"C8051F34x Extender & EDID MGR [EMX-DVI]","Silicon Labs"
10c4,87be,"C8051F34x HDMI Audio Extractor [EMX-HD-AUD]","Silicon Labs"
10c4,8863,"C8051F34x Bootloader","Silicon Labs"
10c4,8897,"C8051F38x HDMI Splitter [UHBX]","Silicon Labs"
10c4,88c9,"AES HID device","Silicon Labs"
10c4,8918,"C8051F38x HDMI Audio Extractor [VSA-HA-DP]","Silicon Labs"
10c4,8973,"C8051F38x HDMI Extender [UHBX-8X]","Silicon Labs"
10c4,89c6,"SPORTident HID device","Silicon Labs"
10c4,89e1,"C8051F38x HDMI Extender [UHBX-SW3-WP]","Silicon Labs"
10c4,89fb,"Qivicon ZigBee Stick","Silicon Labs"
10c4,8a3c,"C8051F38x HDBaseT Receiver [UHBX-R-XT]","Silicon Labs"
10c4,8a6c,"C8051F38x 4K HDMI Audio Extractor [EMX-AMP]","Silicon Labs"
10c4,8acb,"C8051F38x HDBaseT Wall Plate Receiver with IR, RS-232, and PoH [UHBX-R-WP]","Silicon Labs"
10c4,8af8,"C8051F38x 4K HDMI Audio Extractor w/Audio Amplifier, HDBT Input, Line Audio Input RS-232 Ports and IP Control [VSA-X21]","Silicon Labs"
10c4,8b8c,"C8051F38x 4K HDMI Audio Extractor w/Audio Amplifier, HDBT Input, Line Audio Input RS-232 Ports and IP Control [SC-3H]","Silicon Labs"
10c4,8db5,"C8051F38x CATx HDMI Receiver with USB [EX-HDU-R]","Silicon Labs"
10c4,8db6,"C8051F38x CATx HDMI Receiver","Silicon Labs"
10c4,ea60,"CP210x UART Bridge","Silicon Labs"
10c4,ea61,"CP210x UART Bridge","Silicon Labs"
10c4,ea63,"CP210x UART Bridge","Silicon Labs"
10c4,ea70,"CP2105 Dual UART Bridge","Silicon Labs"
10c4,ea71,"CP2108 Quad UART Bridge","Silicon Labs"
10c4,ea80,"CP2110 HID UART Bridge","Silicon Labs"
10c4,ea90,"CP2112 HID I2C Bridge","Silicon Labs"
10c4,ea91,"CP2112 HID SMBus/I2C Bridge for CP2614 Evaluation Kit","Silicon Labs"
10c4,ea93,"CP2112 HID SMBus/I2C Bridge for CP2615 Evaluation Kit","Silicon Labs"
10c4,eab0,"CP2114 I2S Audio Bridge","Silicon Labs"
10c4,eac0,"CP2614 MFi Accessory Digital Audio Bridge","Silicon Labs"
10c4,eac1,"CP2615 I2S Audio Bridge","Silicon Labs"
10c4,eac9,"EFM8UB1 Bootloader","Silicon Labs"
10c4,eaca,"EFM8UB2 Bootloader","Silicon Labs"
10c4,eacb,"EFM8UB3 Bootloader","Silicon Labs"
10c5,819a,"FM Radio","Sanei Electric, Inc."
10cc,1101,"MP3 Player","GBM Connector Co., Ltd"
10ce,0007,"Shinko/Sinfonia CHC-S1245","Silicon Labs"
10ce,000e,"Shinko/Sinfonia CHC-S2145","Silicon Labs"
10ce,0019,"Shinko/Sinfonia CHC-S6145","Silicon Labs"
10ce,001d,"Shinko/Sinfonia CHC-S6245","Silicon Labs"
10ce,001e,"Ciaat Brava 21","Silicon Labs"
10ce,0039,"Sinfonia CHC-S2245","Silicon Labs"
10ce,10ce,"Sinfonia CHC-S2245","Silicon Labs"
10ce,ea6a,"MobiData EDGE USB Modem","Silicon Labs"
10cf,2011,"R-Engine MPEG2 encoder/decoder","Velleman Components, Inc."
10cf,5500,"8055 Experiment Interface Board (address=0)","Velleman Components, Inc."
10cf,5501,"8055 Experiment Interface Board (address=1)","Velleman Components, Inc."
10cf,5502,"8055 Experiment Interface Board (address=2)","Velleman Components, Inc."
10cf,5503,"8055 Experiment Interface Board (address=3)","Velleman Components, Inc."
10d1,0101,"USB-Module for Spider8, CP32","Hottinger Baldwin Measurement"
10d1,0202,"CP22 - Communication Processor","Hottinger Baldwin Measurement"
10d1,0301,"CP42 - Communication Processor","Hottinger Baldwin Measurement"
10d2,5243,"RayComposer","RayComposer - R. Adams"
10d5,0004,"PS/2 Converter","Uni Class Technology Co., Ltd"
10d5,5552,"KVM Human Interface Composite Device (Keyboard/Mouse ports)","Uni Class Technology Co., Ltd"
10d5,55a2,"2Port KVMSwitcher","Uni Class Technology Co., Ltd"
10d5,5a08,"Dual Bay Docking Station","Uni Class Technology Co., Ltd"
10d6,0c02,"BioniQ 1001 Tablet","Actions Semiconductor Co., Ltd"
10d6,1000,"MP3 Player","Actions Semiconductor Co., Ltd"
10d6,1100,"MPMan MP-Ki 128 MP3 Player/Recorder","Actions Semiconductor Co., Ltd"
10d6,1101,"D-Wave 2GB MP4 Player / AK1025 MP3/MP4 Player","Actions Semiconductor Co., Ltd"
10d6,2200,"Acer MP-120 MP3 player","Actions Semiconductor Co., Ltd"
10d6,8888,"ADFU Device","Actions Semiconductor Co., Ltd"
10d6,ff51,"ADFU Device","Actions Semiconductor Co., Ltd"
10d6,ff61,"MP4 Player","Actions Semiconductor Co., Ltd"
10d6,ff66,"Craig 2GB MP3/Video Player","Actions Semiconductor Co., Ltd"
10df,0500,"iAPP CR-e500 Card reader","In-Win Development, Inc."
10f0,2002,"iNexio Touchscreen controller","Nexio Co., Ltd"
10f1,1a08,"Internal Webcam","Importek"
10f1,1a1e,"Laptop Integrated Webcam 1.3M","Importek"
10f1,1a2a,"Laptop Integrated Webcam","Importek"
10f1,1a2e,"HP Truevision HD Integrated Webcam","Importek"
10f5,0200,"Audio Advantage Roadie","Turtle Beach"
10f5,0231,"Ear Force P11 Headset","Turtle Beach"
10f5,10f5,"EarForce PX21 Gaming Headset","Turtle Beach"
10f8,3201,"CeboLC","Cesys GmbH"
10f8,3202,"CeboStick","Cesys GmbH"
10f8,3203,"CeboMSA64","Cesys GmbH"
10f8,3204,"CeboDFN","Cesys GmbH"
10f8,3205,"PSAA2304W_CASC","Cesys GmbH"
10f8,c401,"USBV4F unconfigured","Cesys GmbH"
10f8,c402,"EFM01 unconfigured","Cesys GmbH"
10f8,c403,"MISS2 unconfigured","Cesys GmbH"
10f8,c404,"CID unconfigured","Cesys GmbH"
10f8,c405,"USBS6 unconfigured","Cesys GmbH"
10f8,c406,"OP_MISS2 unconfigured","Cesys GmbH"
10f8,c407,"NanoUsb uncofigured","Cesys GmbH"
10f8,c481,"USBV4F","Cesys GmbH"
10f8,c482,"EFM01","Cesys GmbH"
10f8,c483,"MISS2","Cesys GmbH"
10f8,c484,"CID","Cesys GmbH"
10f8,c485,"USBS6","Cesys GmbH"
10f8,c486,"OP_MISS2","Cesys GmbH"
10f8,c487,"NanoUsb","Cesys GmbH"
10f8,c501,"EFM02 unconfigured","Cesys GmbH"
10f8,c502,"EFM02/B unconfigured","Cesys GmbH"
10f8,c503,"EFM03 unconfigured","Cesys GmbH"
10f8,c581,"EFM02","Cesys GmbH"
10f8,c582,"EFM02/B","Cesys GmbH"
10f8,c583,"EFM03","Cesys GmbH"
10fd,7e50,"FlyCam Usb 100","Anubis Electronics, Ltd"
10fd,804d,"Typhoon Webshot II Webcam [zc0301]","Anubis Electronics, Ltd"
10fd,8050,"FlyCAM-USB 300 XP2","Anubis Electronics, Ltd"
10fd,de00,"WinFast WalkieTV WDM Capture Driver.","Anubis Electronics, Ltd"
10fe,000c,"TT-3750 BGAN-XL Radio Module","Thrane & Thrane"
1100,0001,"VTPlayer VTP-1 Braille Mouse","VirTouch, Ltd"
1101,0001,"FSK Electronics Super GSM Reader","EasyPass Industrial Co., Ltd"
110a,1110,"UPort 1110","Moxa Technologies Co., Ltd."
110a,1150,"UPort 1150 1-Port RS-232/422/485","Moxa Technologies Co., Ltd."
110a,1250,"UPort 1250 2-Port RS-232/422/485","Moxa Technologies Co., Ltd."
110a,1251,"UPort 1250I 2-Port RS-232/422/485 with Isolation","Moxa Technologies Co., Ltd."
110a,1410,"UPort 1410 4-Port RS-232","Moxa Technologies Co., Ltd."
110a,1450,"UPort 1450 4-Port RS-232/422/485","Moxa Technologies Co., Ltd."
110a,1451,"UPort 1450I 4-Port RS-232/422/485 with Isolation","Moxa Technologies Co., Ltd."
110a,1613,"UPort 1610-16 16-Port RS-232","Moxa Technologies Co., Ltd."
110a,1618,"UPort 1610-8 8-Port RS-232","Moxa Technologies Co., Ltd."
110a,1653,"UPort 1650-16 16-Port RS-232/422/485","Moxa Technologies Co., Ltd."
110a,1658,"UPort 1650-8 8-Port RS-232/422/485","Moxa Technologies Co., Ltd."
1110,5c01,"Huawei MT-882 Remote NDIS Network Device","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,6489,"ADSL ETH/USB RTR","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9000,"ADSL LAN Adapter","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9001,"ADSL Loader","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,900f,"AT-AR215 DSL Modem","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9010,"AT-AR215 DSL Modem","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9021,"ADSL WAN Adapter","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9022,"ADSL Loader","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9023,"ADSL WAN Adapter","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9024,"ADSL Loader","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9031,"ADSL LAN Adapter","Analog Devices Canada, Ltd (Allied Telesyn)"
1110,9032,"ADSL Loader","Analog Devices Canada, Ltd (Allied Telesyn)"
1111,8888,"Evolution Device","Pandora International Ltd."
1113,a0a2,"Active Sync device","Medion AG"
112a,0001,"RedRat3 IR Transceiver","RedRat"
112a,0005,"RedRat3II IR Transceiver","RedRat"
1130,0001,"BlyncLight","Tenx Technology, Inc."
1130,0002,"iBuddy","Tenx Technology, Inc."
1130,0004,"iBuddy Twins","Tenx Technology, Inc."
1130,0202,"Rocket Launcher","Tenx Technology, Inc."
1130,6604,"MCE IR-Receiver","Tenx Technology, Inc."
1130,6606,"U+P Mouse","Tenx Technology, Inc."
1130,660c,"Foot Pedal/Thermometer","Tenx Technology, Inc."
1130,6626,"Key","Tenx Technology, Inc."
1130,6806,"Keychain photo frame","Tenx Technology, Inc."
1130,c301,"Digital Photo viewer [Wallet Pix]","Tenx Technology, Inc."
1130,f211,"TP6911 Audio Headset","Tenx Technology, Inc."
1131,1001,"KY-BT100 Bluetooth Adapter","Integrated System Solution Corp."
1131,1002,"Bluetooth Device","Integrated System Solution Corp."
1131,1003,"Bluetooth Device","Integrated System Solution Corp."
1131,1004,"Bluetooth Device","Integrated System Solution Corp."
1132,4331,"PDR-M4/M5/M70 Digital Camera","Toshiba Corp., Digital Media Equipment [hex]"
1132,4332,"PDR-M60 Digital Camera","Toshiba Corp., Digital Media Equipment [hex]"
1132,4333,"PDR-M2300/PDR-M700","Toshiba Corp., Digital Media Equipment [hex]"
1132,4334,"PDR-M65","Toshiba Corp., Digital Media Equipment [hex]"
1132,4335,"PDR-M61","Toshiba Corp., Digital Media Equipment [hex]"
1132,4337,"PDR-M11","Toshiba Corp., Digital Media Equipment [hex]"
1132,4338,"PDR-M25","Toshiba Corp., Digital Media Equipment [hex]"
1136,3131,"CTS LS515","CTS Electronincs"
113f,1020,"Watson Two-Finger Roll Scanner","Integrated Biometrics, LLC"
113f,1100,"Columbo Single-Finger Scanner","Integrated Biometrics, LLC"
1142,0709,"Cyberview High Speed Scanner","CyberScan Technologies, Inc."
1145,0001,"AirH PHONE AH-J3001V/J3002V","Japan Radio Company"
114b,0110,"Turbolink UB801R WLAN Adapter","Sphairon Access Systems GmbH"
114b,0150,"Turbolink UB801RE Wireless 802.11g 54Mbps Network Adapter [RTL8187]","Sphairon Access Systems GmbH"
114f,1234,"Fastrack Xtend FXT001 Modem","Wavecom"
1163,0100,"Earthmate GPS (orig)","DeLorme Publishing, Inc."
1163,0200,"Earthmate GPS (LT-20, LT-40)","DeLorme Publishing, Inc."
1163,2020,"Earthmate GPS (PN-40)","DeLorme Publishing, Inc."
1164,0300,"ELSAVISION 460D","YUAN High-Tech Development Co., Ltd"
1164,0601,"Analog TV Tuner","YUAN High-Tech Development Co., Ltd"
1164,0900,"TigerBird BMP837 USB2.0 WDM Encoder","YUAN High-Tech Development Co., Ltd"
1164,0bc7,"Digital TV Tuner","YUAN High-Tech Development Co., Ltd"
1164,521b,"MC521A mini Card ATSC Tuner","YUAN High-Tech Development Co., Ltd"
1164,6601,"Digital TV Tuner Card [RTL2832U]","YUAN High-Tech Development Co., Ltd"
116f,0005,"Flash Card Reader","Silicon 10 Technology Corp."
116f,c108,"Flash Card Reader","Silicon 10 Technology Corp."
116f,c109,"Flash Card Reader","Silicon 10 Technology Corp."
1183,0001,"DigitalDream l'espion XS","Compaq Computer Corp. [hex] (Digital Dream ??)"
1183,19c7,"ISDN TA","Compaq Computer Corp. [hex] (Digital Dream ??)"
1183,4008,"56k FaxModem","Compaq Computer Corp. [hex] (Digital Dream ??)"
1183,504a,"PJB-100 Personal Jukebox","Compaq Computer Corp. [hex] (Digital Dream ??)"
1189,0893,"EP-1427X-2 Ethernet Adapter [Acer]","Acer Communications & Multimedia"
1196,0010,"Trifid Camera without code","Yankee Robotics, LLC"
1196,0011,"Trifid Camera","Yankee Robotics, LLC"
1199,0019,"AC595U","Sierra Wireless, Inc."
1199,0021,"AC597E","Sierra Wireless, Inc."
1199,0024,"MC5727 CDMA modem","Sierra Wireless, Inc."
1199,0110,"Composite Device","Sierra Wireless, Inc."
1199,0112,"CDMA 1xEVDO PC Card, AirCard 580","Sierra Wireless, Inc."
1199,0120,"AC595U","Sierra Wireless, Inc."
1199,0218,"MC5720 Wireless Modem","Sierra Wireless, Inc."
1199,6467,"MP Series Network Adapter","Sierra Wireless, Inc."
1199,6468,"MP Series Network Adapter","Sierra Wireless, Inc."
1199,6469,"MP Series Network Adapter","Sierra Wireless, Inc."
1199,6802,"MC8755 Device","Sierra Wireless, Inc."
1199,6803,"MC8765 Device","Sierra Wireless, Inc."
1199,6804,"MC8755 Device","Sierra Wireless, Inc."
1199,6805,"MC8765 Device","Sierra Wireless, Inc."
1199,6812,"MC8775 Device","Sierra Wireless, Inc."
1199,6820,"AC875 Device","Sierra Wireless, Inc."
1199,6832,"MC8780 Device","Sierra Wireless, Inc."
1199,6833,"MC8781 Device","Sierra Wireless, Inc."
1199,683a,"MC8785 Device","Sierra Wireless, Inc."
1199,683c,"Mobile Broadband 3G/UMTS (MC8790 Device)","Sierra Wireless, Inc."
1199,6850,"AirCard 880 Device","Sierra Wireless, Inc."
1199,6851,"AirCard 881 Device","Sierra Wireless, Inc."
1199,6852,"AirCard 880E Device","Sierra Wireless, Inc."
1199,6853,"AirCard 881E Device","Sierra Wireless, Inc."
1199,6854,"AirCard 885 Device","Sierra Wireless, Inc."
1199,6856,"ATT "USB Connect 881"","Sierra Wireless, Inc."
1199,6870,"MC8780 Device","Sierra Wireless, Inc."
1199,6871,"MC8781 Device","Sierra Wireless, Inc."
1199,6893,"MC8777 Device","Sierra Wireless, Inc."
1199,68a3,"MC8700 Modem","Sierra Wireless, Inc."
1199,68aa,"4G LTE adapter","Sierra Wireless, Inc."
1199,9000,"Gobi 2000 Wireless Modem (QDL mode)","Sierra Wireless, Inc."
1199,9001,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9002,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9003,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9004,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9005,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9006,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9007,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9008,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9009,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,900a,"Gobi 2000 Wireless Modem","Sierra Wireless, Inc."
1199,9011,"MC8305 Modem","Sierra Wireless, Inc."
1199,9013,"Sierra Wireless Gobi 3000 Modem device (MC8355)","Sierra Wireless, Inc."
1199,9041,"EM7305 Modem","Sierra Wireless, Inc."
1199,9055,"Gobi 9x15 Multimode 3G/4G LTE Modem (NAT mode)","Sierra Wireless, Inc."
1199,9057,"Gobi 9x15 Multimode 3G/4G LTE Modem (IP passthrough mode)","Sierra Wireless, Inc."
1199,9071,"AirPrime MC7455 3G/4G LTE Modem","Sierra Wireless, Inc."
1199,9079,"EM7455","Sierra Wireless, Inc."
119b,0400,"Infrared Keyboard V2.01","ruwido austria GmbH"
11a0,eb11,"CC2400EB 2.0 ZigBee Sniffer","Chipcon AS"
11a3,8031,"MP3 Player","Technovas Co., Ltd"
11a3,8032,"MP3 Player","Technovas Co., Ltd"
11aa,1518,"iREZ K2","GlobalMedia Group, LLC"
11ac,6565,"FuelBand","Nike"
11b0,6208,"PRO-28U","ATECH FLASH TECHNOLOGY"
11b0,6298,"Kingston SNA-DC/U","ATECH FLASH TECHNOLOGY"
11be,f0a0,"Martin Maxxyz DMX","R&D International NV"
11c0,5506,"Gamepad","Betop"
11c5,0521,"IMT-0521 Smartcard Reader","Inmax"
11c9,55f0,"GC-100XF","Nacon"
11ca,0201,"MX870/MX880","VeriFone Inc"
11ca,0207,"PIN Pad VX 810","VeriFone Inc"
11ca,0220,"PIN Pad VX 805","VeriFone Inc"
11db,1000,"PVR","Topfield Co., Ltd."
11db,1100,"PVR","Topfield Co., Ltd."
11f5,0001,"SX1","Siemens AG"
11f5,0003,"Mobile phone USB cable","Siemens AG"
11f5,0004,"X75","Siemens AG"
11f5,0005,"SXG75/EF81","Siemens AG"
11f5,0008,"UMTS/HSDPA Data Card","Siemens AG"
11f5,0101,"RCU Connect","Siemens AG"
11f6,2001,"Willcom WSIM","Prolific"
11f7,02df,"Serial cable (v2) for TD-10 Mobile Phone","Alcatel (?)"
1203,0140,"TTP-245C","TSC Auto ID Technology Co., Ltd"
1209,0001,"pid.codes Test PID","Generic"
1209,0002,"pid.codes Test PID","Generic"
1209,0003,"pid.codes Test PID","Generic"
1209,0004,"pid.codes Test PID","Generic"
1209,0005,"pid.codes Test PID","Generic"
1209,0006,"pid.codes Test PID","Generic"
1209,0007,"pid.codes Test PID","Generic"
1209,0008,"pid.codes Test PID","Generic"
1209,0009,"pid.codes Test PID","Generic"
1209,000a,"pid.codes Test PID","Generic"
1209,000b,"pid.codes Test PID","Generic"
1209,000c,"pid.codes Test PID","Generic"
1209,000d,"pid.codes Test PID","Generic"
1209,000e,"pid.codes Test PID","Generic"
1209,000f,"pid.codes Test PID","Generic"
1209,0010,"pid.codes Test PID","Generic"
1209,01c0,"Input Club Kiibohd Device","Generic"
1209,01cb,"Input Club Kiibohd Device Bootloader","Generic"
1209,0256,"Schwalm & Tate LLC pISO Raspberry Pi Hat","Generic"
1209,053a,"Hackerspace San Salvador HSSV SAMR21-Mote","Generic"
1209,0cbd,"Andrzej Szombierski kuku.eu.org keyboard","Generic"
1209,0d32,"ODrive Robotics ODrive v3","Generic"
1209,1001,"InterBiometrics Hub","Generic"
1209,1002,"InterBiometrics Relais","Generic"
1209,1003,"InterBiometrics IBSecureCam-P","Generic"
1209,1004,"InterBiometrics IBSecureCam-O","Generic"
1209,1005,"InterBiometrics IBSecureCam-N","Generic"
1209,1006,"InterBiometrics Mini IO-Board","Generic"
1209,1007,"e-radionica.com Croduino SAMD","Generic"
1209,1986,"dgrubb Jaguar Tap","Generic"
1209,1ab5,"Arachnid Labs Tsunami","Generic"
1209,1ab6,"Arachnid Labs Tsunami Bootloader","Generic"
1209,2000,"Zygmunt Krynicki Lantern Brightness Sensor","Generic"
1209,2001,"OSHEC Pi-pilot opensource and openhardware autopilot system","Generic"
1209,2002,"Peter Lawrence PIC16F1-USB-DFU-Bootloader","Generic"
1209,2003,"Peter Lawrence SAMDx1-USB-DFU-Bootloader","Generic"
1209,2004,"GCBASIC Serial CDC Stack","Generic"
1209,2005,"GCBASIC OakTree Stack","Generic"
1209,2006,"GCBASIC Simulation Stack","Generic"
1209,2016,"Cupkee","Generic"
1209,2017,"Benjamin Shockley Mini SAM","Generic"
1209,2020,"Captain Credible Gate Crystal","Generic"
1209,2048,"Housedillon.com MRF49XA Transceiver","Generic"
1209,2100,"TinyFPGA B1 and B2 Boards","Generic"
1209,2101,"TinyFPGA A-Series Programmer","Generic"
1209,2200,"Dygma Shortcut Bootloader","Generic"
1209,2201,"Dygma Shortcut Keyboard","Generic"
1209,2222,"LabConnect Signalgenerator","Generic"
1209,2300,"Keyboardio Model 01 Bootloader","Generic"
1209,2301,"Keyboardio Model 01","Generic"
1209,2323,"bytewerk.org candleLight","Generic"
1209,2327,"K.T.E.C. Bootloader Device","Generic"
1209,2328,"K.T.E.C. Keyboard Device","Generic"
1209,2333,"Kai Ryu Kimera","Generic"
1209,2334,"Kai Ryu Staryu","Generic"
1209,2335,"Portwell Sense8","Generic"
1209,2336,"Portwell Sense8","Generic"
1209,2337,"/Dev /Net","Generic"
1209,2342,"Andreas Bogk Big Red Button","Generic"
1209,2345,"VV-Soft Simple Generic HID IO","Generic"
1209,2357,"KarolKucza TinyPassword","Generic"
1209,2400,"phooky Snap-Pad","Generic"
1209,2488,"Peter Lawrence CMSIS-DAP Dapper Miser","Generic"
1209,2552,"ProjectIota Electrolink","Generic"
1209,2600,"Majenko Technologies chipKIT Lenny","Generic"
1209,2635,"Sevinz GameBot","Generic"
1209,2800,"Entropic Engineering Triangulation","Generic"
1209,2801,"Entropic Engineering Object Manipulation","Generic"
1209,2a00,"mooware Wii adapter","Generic"
1209,2a01,"mooware SNES adapter","Generic"
1209,3000,"lloyd3000","Generic"
1209,3100,"OpenSimHardware Pedals & Buttons Controller","Generic"
1209,317e,"Codecrete Wirekite","Generic"
1209,3210,"OSH Lab, LLC Magic Keys","Generic"
1209,3333,"LabConnect Digitalnetzteil","Generic"
1209,345b,"kinX Hub","Generic"
1209,345c,"kinX Keyboard Controller","Generic"
1209,3690,"Kigakudoh TouchMIDI32","Generic"
1209,4096,"CynaraKrewe Cynara","Generic"
1209,414c,"Adi Linden","Generic"
1209,414d,"Adi Linden","Generic"
1209,4242,"Komakallio Astrophotography Community KomaHub Remote Power Switch","Generic"
1209,4256,"CuVoodoo BusVoodoo multi-protocol debugging adapter","Generic"
1209,4321,"mooltipass Offline Password Keeper Bootloader","Generic"
1209,4322,"mooltipass Arduino Sketch","Generic"
1209,4356,"CuVoodoo firmware","Generic"
1209,4443,"j1rie IRMP_STM32 Bootloader","Generic"
1209,4444,"j1rie IRMP_STM32","Generic"
1209,4545,"SlothCo Enterprises Teletype Adapter","Generic"
1209,4646,"SmartPID SPC1000","Generic"
1209,4748,"Kate Gray GHETT-iO Bootloader","Generic"
1209,4750,"Chris Pavlina (c4757p) C4-x computer (development interface)","Generic"
1209,4757,"Chris Pavlina (c4757p) WCP52 Gain/Phase Analyzer","Generic"
1209,4801,"Wojciech Krutnik NVMemProg","Generic"
1209,4c60,"MightyPork GEX module","Generic"
1209,4c61,"MightyPork GEX wireless dongle","Generic"
1209,4d53,"mindsensors.com NXTCam5","Generic"
1209,5038,"frotz.net mdebug rswd protocol","Generic"
1209,5039,"frotz.net lpcboot protocol","Generic"
1209,5050,"trebb ISO50","Generic"
1209,5070,"SoloHacker security key [SoloKey]","Generic"
1209,50b0,"boot for security key [SoloKey]","Generic"
1209,5222,"telavivmakers attami","Generic"
1209,53c0,"SatoshiLabs TREZOR Bootloader","Generic"
1209,53c1,"SatoshiLabs TREZOR","Generic"
1209,5432,"Open Programmer","Generic"
1209,5457,"Openlab.Taipei Taiwanduino","Generic"
1209,571c,"StreetoArcade PancadariaStick","Generic"
1209,5a22,"ikari_01 sd2snes","Generic"
1209,6000,"Pulsar Heavy Industries Cenx4","Generic"
1209,600d,"Makdaam N93 Interface","Generic"
1209,6464,"Electric Exploits Shinewave","Generic"
1209,6502,"jj1bdx avrhwrng v2rev1","Generic"
1209,6570,"Iowa Scaled Engineering, LLC CKT-AVRPROGRAMMER","Generic"
1209,6666,"Talpa Chen VSFLogic","Generic"
1209,6667,"SensePost Universal Serial aBUSe - Generic HID","Generic"
1209,6742,"NPK Cubitel Atomic Force Microscope","Generic"
1209,6809,"Tach Radio Doppelganger","Generic"
1209,6948,"MySensors Sensebender Gateway BootLoader","Generic"
1209,6949,"MySensors Sensebender Gateway","Generic"
1209,6bcf,"blaste Gameboy Cart Flasher","Generic"
1209,7000,"Secalot Dongle","Generic"
1209,7001,"Secalot Bootloader","Generic"
1209,70b1,"Sutajio Ko-Usagi (Kosagi) Tomu","Generic"
1209,7331,"Dangerous Prototypes Bus Pirate Next Gen CDC","Generic"
1209,7332,"Dangerous Prototypes Bus Pirate Next Gen Logic Analyzer","Generic"
1209,7401,"Beststream-jp Tool_CDC","Generic"
1209,7530,"PotentialLabs Refflion - IoT Development Board - Bootloader","Generic"
1209,7531,"PotentialLabs Refflion - IoT Development Board - Sketch","Generic"
1209,7551,"The Tessel Project Tessel 2","Generic"
1209,7777,"circuitvalley IO Board V3","Generic"
1209,7778,"circuitvalley IO Board V3 Bootloader","Generic"
1209,7950,"PIC18F87J94 Bootloader [GenII]","Generic"
1209,7951,"PIC18F87J94 Application [GenII]","Generic"
1209,7952,"PIC18F87J94 Bootloader [GenIII/IV]","Generic"
1209,7953,"PIC18F87J94 Application [GenIII/IV]","Generic"
1209,7954,"PIC18F87J94 Application [GenIII/IV]","Generic"
1209,7bd0,"pokey9000 Tiny Bit Dingus","Generic"
1209,8000,"Autonomii NODii 2","Generic"
1209,8086,"MisfitTech Nano Zero Bootloader","Generic"
1209,8087,"MisfitTech Nano Zero","Generic"
1209,8123,"Danyboard M0 bootloader","Generic"
1209,812a,"Danyboard M0","Generic"
1209,813a,"MickMad HACK Bootloader","Generic"
